0,situp,4.9145E+13,-0.932495117,0.26574707,3.170731707
0,situp,4.9146E+13,-0.921142578,0.258056641,9.93902439
0,situp,4.9147E+13,-0.850830078,0.262573242,8.841463415
0,situp,4.9148E+13,-0.756103516,0.259643555,0.335365854
0,situp,4.9149E+13,-0.640136719,0.210693359,-2.317073171
0,situp,4.915E+13,-0.306640625,0.100830078,-1.463414634
0,situp,4.9151E+13,0.116455078,0.004760742,-12.77439024
0,situp,4.9152E+13,0.140869141,-0.028320313,-13.41463415
0,situp,4.9153E+13,0.219482422,-0.047485352,-0.182926829
0,situp,4.9154E+13,0.425537109,-0.073608398,8.75
0,situp,4.9155E+13,0.441772461,-0.063110352,1.463414634
0,situp,4.9156E+13,0.481933594,-0.038452148,-5.304878049
0,situp,4.9157E+13,0.517211914,-0.044555664,-4.512195122
0,situp,4.9158E+13,0.561767578,-0.055053711,-7.43902439
0,situp,4.9159E+13,0.546875,-0.057861328,-1.920731707
0,situp,4.916E+13,0.604492188,-0.078735352,0.06097561
0,situp,4.9161E+13,0.723632813,-0.126708984,1.798780488
0,situp,4.9162E+13,0.841308594,-0.163330078,-0.670731707
0,situp,4.9163E+13,0.950561523,-0.192871094,4.115853659
0,situp,4.9164E+13,1.047607422,-0.224243164,1.707317073
0,situp,4.9165E+13,1.009887695,-0.222045898,-1.158536585
0,situp,4.9166E+13,0.866088867,-0.186523438,3.384146341
0,situp,4.9167E+13,0.776489258,-0.14050293,1.067073171
0,situp,4.9168E+13,0.658935547,-0.103515625,10.76219512
0,situp,4.9169E+13,0.574951172,-0.077514648,5.701219512
0,situp,4.917E+13,0.555419922,-0.058837891,-4.786585366
0,situp,4.9171E+13,0.561889648,-0.030883789,3.597560976
0,situp,4.9172E+13,0.510009766,-0.024780273,2.5
0,situp,4.9173E+13,0.493896484,-0.01171875,-1.463414634
0,situp,4.9174E+13,0.457519531,-0.013061523,-17.10365854
0,situp,4.9175E+13,0.298950195,0.032592773,-12.80487805
0,situp,4.9176E+13,0.123291016,0.057250977,-10.12195122
0,situp,4.9177E+13,-0.100463867,0.085327148,-5.609756098
0,situp,4.9178E+13,-0.601074219,0.210205078,-12.01219512
0,situp,4.9179E+13,-0.603027344,0.195678711,-7.530487805
0,situp,4.918E+13,-0.688232422,0.210693359,-0.579268293
0,situp,4.9181E+13,-0.842773438,0.233032227,-2.865853659
